tweet,label
‘н—нд ’ж е« дЁ” «’ж« д« Ў»нЏн .. ??,surprise
khafajia: ??? ?  ”№б«г«р Џб№н г№д —«н Ён «бЌ» Џнд№нш жЏндн Р«ѕ   ћд Ёне` ??????,love
‘жЁн Џ«ж“«д« дЏгб «не ж«Ќд« д Ёё ябд« ждЏгб ‘н—нд нЌнн  гягбнд гЏ ‘н—нд   ShereenYehia,joy
«б«жбнг»н«ѕ ж«б—н«÷е Џгжгд »«бд”»«бд« яЏ—» Џбг дн «д «бб«Џ» «ббн ед—я“ гЏ«е ябд« г‘ енЏгб Ќ«ће ”н»ж« «бд«” Ён Ќ«бе« жќбжд« д Ё«ћ∆  Rio2016,none
«”е— Џбн Ў«—ня бгЎбЏ «б‘г” жяб г« ћн  »д«г «‘ «ё бя «яЋ— ??  яб«г,love
н»ён «бяц г«д «—шён «дж«Џ «бжћуЏ.,sadness
ЎбЏ  «Џ—Ё «г д«д гд «яЋ— гд ”де,joy
Ёне я«г Ќ»«не яѕе Ён «б«жбнг»н«ѕ б«“г дЏ—Ё Џд«жндег Џ‘«д дћн» бЁе гд ќ«бѕ ж дджб «б—÷« ??,none
н«—»  ”ебн «ќ »«—« н ??Ќ н джг г« «ёѕ— «д«г ќ«нЁе ??«д« «б«д”«де «бжЌнѕе «ббн ‘«нбе ег яб ‘н ??н«—»н г«е«–«,fear
«Ќ—“   «б»Ќ—ндне   —ж  ћн»н   «жб гнѕ«бне –е»не  ббЏ—»  Ён «б«жбнг»н«ѕ ... ж«ёЏ г»е— ????,none
qqq ж«ббе ќ«нЁе гд  «”жд«гн,fear
"«ббег яд б«ќж«дд« «бг”бгнд «бг” ÷ЏЁнд Ён яб гя«д ж«д’—ег Џбн Џѕжя жЏѕжег° н«—» «ћЏб ббг”бгнд Ё—ћ«р Џ«ћб«  «гнд  н«—»",sympathy
«б«е г«г ж «б ёѕн— гЁ «Ќ «н Ќѕ,joy
"г‘  г’ѕёе Ќ«ће я«д яб ѕ« я«»ж” ° «янѕ «бЏн» Ён«.",sadness
«д« ЎбЏ  Џ«гбе Ёжбж бд«” »÷«д яѕ«,surprise
г «д  Ќ”н  »ѕЁ« џ—н» «жб г ѕќб ,surprise
яб «б«н«г  »ён ќ—« яѕе !!!,surprise
ябгнд« Џд  ћ—» я Ён «б«жбнг»н«ѕ ????????,none
яб «ббн нќ’дн Ён «б«жбнг»н«ѕ ѕн «б»«бне «бг«∆н бг«  нћн Ёё—е «б»«бне «бг«∆н Ќѕ нёжбн,none
«ббег яг« д’—  гж”н Џбн Ё—Џжд Ё«д’— Џ»«ѕя «бгўбжгнд «бг” ÷ЏЁнд Џбн Ўж«џн  «б«—÷ н« ёжн н« Џ“н“ н« Ќянг  бн»н«  «бнгд  г’—  «бёѕ”,sympathy
ѕбге« е«ѕ «б«жбнг»н«ѕ ћ«  Ё‘е— 8 еееее,none
г» Ё—ћ‘ Џбн «б«жбнг»н«ѕ ж«бяж—е г»Ёеге«‘ жг‘ гЏ«н« Ёбж” «ѕќб «б«Ёб«г «бћѕнѕе жг‘ Џ«—Ёе «ж«я» «бЏ’— ќ«б’,sadness
еж «Ё  «Ќ «б«жбнг»н«ѕ «г нњ,none
«бЌ» г‘ «гдне .. «б«гдне «д «бЌ» нѕжжжг ??,love
"? ?? ?? гд яЋ— г« ’ж н гд «бЁ—ён ° «Ќ” »№ «д «бѕгЏ гд  ’ж н д“б !",sadness
ёЎ— ѕ«ќбе «б«жбнг»н«ѕ »№№ 25 б«Џ» . «ббн Џ«н“ н”—ё ёЎ— н” џб «бЁ—’е ѕн «б»бѕ ябе« Ён «б»—«“нб ??  «б»—«“нб,none
"07     Ќ—÷ гнд ж«бд«” ѕ«нќнд еееееееееееее бж » Ќ—÷ я«д Ќ—÷ж« «н«г Ћж—е Ќхднд ° бяд «б‘Џ» н»н «б ”Џжѕ »” яЋнннн— «‘н«Ѕ  џ»д ????",love
"«жб∆я «б–нд нгбяжд ёбж»р« гбн∆е »«бгЌ»е°  яжд «н«ѕнег ѕ«∆ге ггѕжѕе*  “н«—е «б«—»Џнд  «б«—»Џнд  н« Ќ”нд ??????",love
ж «џ«дн  «дне »” г‘ Ё«я—е Ќ«ће џн— ѕбжё н :D,joy
k0: яб «б жЁнё б”бЎ«д «бЏд“н гжЁё н«—» ????????????,love
ен «б‘»яе я«д  ж«ёЏе бне !!!њ,surprise
"ѕћжяжЁн ‘ »—е «б«жбнг»н«ѕ ° н—жЌ н‘жЁбе яб»е »ён",anger
«д« Ўжб «б«жбнг»н«ѕ гё÷н«е«  «г н едЁ—Ќ »ён  »’ж ,none
еж гд «г н «ббн Џг—ег г« Ёегж« «ж  «»Џж« —н«÷е »н «»Џж« «б«жбнг»н«ѕњ,none
 Ќне г”«∆не гЏЎ— »ЏЎ— «бж—ѕ  Ќне Ўн»е н« «»Ў«б «бЏ—«ё ябд« гЏяг н« «»Ў«б дѕЏж« бяг »д’»— ж«бЋ»«  б Ќ—н— «—÷ «бжЎд,sympathy
гЁж“нд яж»б «бЌгж÷е !!!!!!!,surprise
» ќб’ «б»«ёе »”—Џе ж яѕењ «д« ќ«нЁе «џн— «б‘—нЌе ??,fear
Rio2016 «бг’—нжд Ён  «б«жбнг»н«ѕ жЋё«Ёе «б«” ”б«г ббЁ‘б :(,sadness
”»Ќ«д «ббе »нћж Ё «б«н«г «ббн гѕ«нёе Ёне« ћѕ« ж Џ «ќ—н ж н»жў ж н—ќгж «я — !!!!,surprise
—«ня Ё «б‘»яе «бЁ÷е ћгнбе ћѕ« ж Ќ””я «д «бЏ—ж”е ж«ќѕе г—я“  «дн Ён «б«жбнг»н«ѕ ???? г« дЁЏ‘ Ў»Џ« «д  ггяд  ёбб «бѕе» «Ќ”д ж«‘ня :),none
«д« бж гя«д «н б«Џ» гд «ббн Ён «б«жбнг»н«ѕ ѕжб жћ« бн Ё—’е «дн « ћд” »ћд”не «н »бѕ г‘ еЁя— бЌўе Ён «дн «—Ё÷,none
 Ё я—ж« бж «Ќгѕ гж”н ѕќб «б«жбнг»н«ѕ ен«ќѕ гнѕ«бне –е»не Ён «нењ,none
«–« «Ќ»»  ‘ќ’«р .. ќ–е гЏя Ён ѕЏ«∆я ѕжд Џбге .. Ёея–« няжд «ћгб .. ж«ё—» «бн  «ббе ..??,love
"ж «бЌднд «ббн нџдне  «б”е— ° нЏ —не «Ќ”«”  г »бѕш ж ќжЁ ’ѕш я «ћЌ«Ё ж џн«»я ° г« Ќ” ж б«   Ќд ж б«  —жЁ .",sadness
—жЌ н« Џ»ѕ«б”б«г ж—«е« «‘гЏд« ѕн нЏдн  еж «бяд —жб ѕе г” я — Џбнд« дд«г нжг г»”жЎнд  DoaaElSebaii  StaracArabia,sadness
—»н «д бн —Ёнё «Ќ» ё—»е жбё«Ѕе Ёб«  Ќ—гдн гд жћжѕе »Ќн« н. жЌѕя «Џбг »г« бе »«бёб»  ”яЏ  дгн— «б»н«д  д»÷ гџ—ѕ,love
ќ«нЁе ж»ёже яг«д »” «б”»» гћежб .,fear
ёЎ— ѕ«ќбе «б«жбнг»н«ѕ » 25 —н«÷н нЏдн Ё—’е «ббн Џ«ж“ н”—ё ёЎ— «б»бѕ ябе« Ён «б»—«“нб ??,none
"еж Ён ”ƒ«б Џдѕн гд “г«д ° еж «ббћде «б«жбнг»не » ћн» Ёбж” «“«нњ нЏдн гЁн‘ Ќёжё »Ћ »  »«Џ »«—ё«г я»н—е жб« «Џб«д«  Ён «б«жбнг»н«ѕ",surprise
 д«г Џнд«н .. жб« нд«г ёб»н ! н«б»ЏЋ—«  ёб»н .. «б«  еѕ« !!  г‘ «ё,sadness
DoaaElSebaii н« Ќн««««««« н н« ѕЏ«««««Ѕ «д« »Ќ»»»»»»»»»»»»я «жжжжжн н« Ќ»н» н г” дн«ян Џ д«««««—,joy
" Ќне ’гжѕ бяб ж«Ќѕ Џ«н‘ Ён г’— бЌѕ ѕбжё н жг‘—»‘ ”ћ«н— жб« ‘н‘е ° жб« »нЌ‘‘ жб« ћ—» «н джЏ гд «бгќѕ—«  Џб‘«д нж«ће е–« «бж«ёЏ «б»«∆” ????",sadness
ќ’ж’« «дя гд гяе —«Ќ  д ен где« ж«д н г—Џж»е,fear
": Ён « б«д « 1996 «Џўг гд д«б ‘—Ё «‘Џ«бе« «б«”Ўж—е «б—«Ќбе гЌгѕ Џбн яб«н  ° г‘еѕ «б‘Џбе жен  — ћЁ Ён нѕне бд  гЌн гд –«я—е «н ЏЕ",sympathy
«Ќд« гЏдѕд«‘ «ѕдн «е г«г »«бб«Џн»е «ж  ѕ—н»..ж«янѕ ‘џ н «не«» «ббн ќѕ гнѕ«бне ѕе »н ѕ—» Ёнд..ж’жбег «б«жбнг»н«ѕ «дћ«“ жЌѕе,anger
8888: «ббег «—“ёе б–е «бдў— «бн жћея ж«б‘жё «бн бё«Ѕя «ббег «—ћЏ дЁ”е «бня —«÷не г—÷не  гЌгѕ «бжен»,sympathy
Ёне ж«ќѕ Ён «б«жбнг»н«ѕ Ён «бг’«—Џе «н—«дн «”ге ”Џнѕ г—«ѕ н« гЎж»” :D,none
Рбд« ѕ‘ н Рбге Ќё «г«г ”бЎ«д ћ«∆—,sadness
гбЌге Ќб» «бя»—н  »«б«г”  »ћЌ «б—ж”  Џд гг—«  «где ббЏ»ж—  ж«бнжг н»ЌЋ яб«» «бдў«г ж«н—«д Џд гг—«  «где ббе—ж»....,anger
ѕќбе «б«жбнг»н«ѕ ѕн » Ёя—дн »«б«”»жЏ «бЋё«Ён «ббн я«д Џдѕд« ??,none
Ёнбн»” бжЌѕе 22 –е»не Ён «б«жбнг»н«ѕ жггяд н“нѕж« ж «бѕжб «бЏ—»не ябе« Џбн гѕ«—  «—нќ «б«бЏ«» «б«жбнг»не 24 –е»не Џбн «бѕдн« «б”б«дя« не,none
: »д  г’— ‘—Ё  г’— ?  ”«—е ”гн—  ћ»ее ‘Џ» г’—,joy
:  г  гЌ«яге гд  ЌѕЋ Џд «бЁ”«ѕ  г н дЌ«яг «бЁ«”ѕнд жг н д ќ– ќЎж«  «нћ«»не ббё÷«Ѕ Џбн «бЁ”«ѕ «б–н «” ‘—н Ён гƒ””« ... htЕ,anger
«б«жбнг»н«ѕ ѕн »—÷е гд «бЌ«ћ«  «ббн ж«Ќѕ б«“г н Ё—ћ Џбне«,none
г”«∆я «ћгб,joy
*«ббе «я»— «ббе «я»— б« «бе «б« «ббе* *«ббе «я»— «ббе «я»— жббе «бЌгѕ*  г»—жя Ёя Ќ’«— Ќб»,joy
г‘ д« бн ѕ— е« ўбг дн гЌгѕ ќжн«??,joy
нЏдн б«Џ» г’—н н—ЁЏ «бЏбг «б”Џжѕн бне еж «д  гжбжѕ ед«я жб« «’б« «не Ё÷б «б”Џжѕне Џбня Џ‘«д  —ЁЏ Џбге« Ён «б«жбнг»н«ѕ «бб«Џ» ѕ« б«“г н—ћЏ,surprise
б«  х№ЏЎн ёб»я бгд б« ёб»у бе б«дех Ќ г«р ”у№нуќ–цбхя  жб«  хЏЎн Ќ—жЁяу бгд б« нё—«. б«дех »б« ‘яшъ ”унх”нЅх Ёуегяъ .,sadness
tottie: я”г Ќ«“г «г«г «»д «бг—е «бг д«яе яб» г— ÷н,anger
«д« я«д »ё«бн я н— г— «Ќе «бн Ќѕ г« .. «не я”—е «бдЁ” ѕн !??,surprise
"«ддн ќ«∆Ёе ћѕр«° б« «Џбг бг«–« ! б«“«б ёб»н Џбн ёнѕ «бЌн«е° б«“«б  ѕгжЏн  дег— Џдѕг« « –я—я..",fear
nada:  poyrazkarayel —«Ќ  ўб ѕ«нг« ќ«нЁе жг—Џж»е «д ‘н ”нЅ »н’н— «д »н —яе« «ж «де нгяд нгж  ж —ћЏ  Џн‘ дЁ” «б‘н гд ћѕнѕже–« «ббЕ,fear
Khalfan   н« »џб «ббн ѕЏ«Ѕ —∆н” «б»—бг«д  ж«д  жн‘ ѕќбя Ён «бнгд  ж»Џѕнд «д  Ќ«—” ёЌ«» г Ёег Ён «б»—бг«д «д  Ќ«—” ќг— ж»”,anger
«б”н”н н‘нѕ »№  ћд» «б ќ—н»  жня«Ё∆ «бг’—ннд »ё—«— ’«ѕг  ”н”н   ќ—н»  г’—ннд  ё—«—,surprise
"»бѕ гЌ»ж” Ёне« я« » —ж«∆н бгѕе ”д нд  ё—н»«р° «”ге «Ќгѕ д«ћн »”»» Ё’б Ён —ж«не° ж«б еге ќѕ‘ «бЌн«Ѕ «бЏ«г° ‘ќ— жёжб «Ќ« «д  ”«я  бне..",anger
«бЌгѕббе ж»«–д «ббе нЁ—Ќ «бг”бгнд » Ќ—н— «б‘«г «ћгЏ  г»—жя Ёя Ќ’«— Ќб»,joy
г‘ Џ«—Ё »’—«Ќе «д« гћ—» ‘,fear
» Џ«гб гЏ «ќжн« »г»ѕ«  «–« ћ«Ѕ гнЏ«ѕ «бг”б”б ... ЁЏбн «б«жбнг»н«ѕ «б”б«дя”не ???,none
бнбе ”«—е ”гн— »—жд“не «б«жбнг»н«ѕ  ггбяе «бЏнбе ж«бѕЏг,none
ќжЁ џ—н» “н бг«  ќ«Ё «б‘ќ’ нЏ«Ёя гд  ’—Ё« я ж»дЁ” «бжё  гж ё«ѕ—  џн— е«б ’—Ё« .,fear
бж г«я«д‘ Ён «б«жбнг»н«ѕ «б« г« ‘ ’—»н« ж«г—ня« Ён д’ де«∆н «бя—е «бЎ«∆—е ”нѕ«  я«д е«н»ён яЁ«не ћѕ«р. »” «б—жЏе «д Ён » «Џ 100 бЌўе “н ѕн ??,joy
”«я  гд »—« .. »” —«ѕнж гд ћж«,sadness
: Ќ«б ёЌ«» «б”Џжѕне »«б‘ёё..н—ё’жде« жндняжде« «г« »г‘—ж» «ж »Ёбж” ..,anger
«д« Џг »д ёѕ ћжѕе «б«џ«дн «бћѕнѕе б«дн »Ќ»я ж»негдн  ‘жЁн  Џбнё« н б«дн »негдн  ёѕгн «б«Ё÷б ж» гдн  —ћЏн   Џ«ждн гЏ гЌгѕ «б—Ё«Џн ?,love
: жёудцЏъ х »«ббшёън« ж«жшбц дуўъ—ует «дш «бёубнбу гцду «бЌу»н»ц яуЋн—х  ‘Џ— Ё’нЌ  ‘Џ—  Ё’нЌ  Ё’Ќн  «»н«  ќ«бѕе  «»н« Е,love
»” ”н»я «д  ... «д« г»”жЎ »«ббн Ќ’б «де«—ѕе ж «г»«—Ќ ...   гЌѕ‘ ё«бн Џё»«бя   :D =))),joy
–Џ— Ён «бн«»«д »”»» «д–«— ќ«Ў∆ »“б“«б гѕг—,fear
Ёне« «не ќ«нЁ нёжб ж«д« г‘ еёжб яб «ббн Ќ«”е «д« »не,sadness
Rio2016 »Ќ» « Ё—ћ Ён «б«жбнг»н«ѕ Џбн «бЏ«» «бёжн ж«б”»«Ќе ж—ЁЏ «б«Ћё«б,none
’ж—:  « егж« «ЁЏн »«б е«г  г«‘н ег.. ЁЏЋ—ж« Џбн  гЁ«ћ«е Џдѕ ‘ё  »Ўде« «бгд Ёќ!,surprise
"«бќн»е  « н ѕ«∆г«р гд «б–нд ёѕгд« бег яб ‘∆ °°  ќн»е  Ќёнёе",sadness
«бЏб«ё«  «ббн »ѕжг ж » дЌЁ— Ё«бёб» ж » яжд Ё—нѕе ж г‘ »  ж’Ё ж б« »н Ќян Џде« ??  ёб»  —жЌ «бЎ»нЏе  гн“«дн,love
Ёне Ёнбг г—Џ» «»н « Ё—ћ Ёне жќ«нЁе ж«ббе ё»б б« « Ё—ћ?? е–« я»—н жг«“б  «ќ«Ё????,fear
гЎбЏнд Ё—”е гд ’«бе «бгЎ«— ёѕ«гн .. «не «бћг«б ѕ«,joy
»ё«бн Ё —е я»н—е гЌ” ‘ «дн  Џ»«де ж геѕжѕе »«б‘яб ѕ« !! «ббн еж Ён «не »ћѕ нЏдн !,surprise
"—» ««џЁ— ?«—ж«Ќ —Ќб  жг«“«б  –я—«ег »«ёне ° «ббег «—Ќгег ж ћ«ж“ Џдег ж«”ядег Ё—ѕж”я «?Џбн °° н«—» °°  ”«Џе «” ћ«»е",sympathy
ћѕ« «д  ё«ЎЏег бян  ћЏбег н‘ «ёжд бя Ћг   Ё«ћ∆ »«д џн«»я бг н‘Џ— »е «Ќѕ ~~?,sadness
bin fahad: «б«гг «бг Ќѕе  гдЌ ћ«∆“е     «Ё÷б ггЋб б»б«ѕе«     бб‘«»е «б”Џжѕне  —“«д «бЏёнб . г»—жя Џбнд« ћгнЏ«р ????????.,joy
«Ќд« Џдѕд« д«” Ќбже »” гЌѕ‘ »нёѕ—е« жгЌѕ‘ »н‘ћЏе« жб« »н”«Џѕе«.жЏбн «б—џг гд яѕе »ндћЌж«  «»Ў«бд« Ён «б«жбнг»н«ѕ,surprise
Madaniah гЏбн‘  яжд гдЎён е«бгёЎЏ г—я» «ж г«ќж– гд Ёбг . б«д »Џ’—д«е«ѕ ягн—«  «б ’жн— »е«б—ѕ«∆ењњ!????,surprise
«ѕ—н «дя ’—  ÷гд «бг” Ќнб »” ёб»н —џг »Џѕя ... г№« д”№№«я ж«ѕ—н «дн ггя№д «бё№н бя »ѕнб »№” жн№№д «бб№н.. н”№«жн џ№№б«я?  «бЌн«е,love
: «ц”ёдцн гд Ё«яу н ”шѕн Ќхбж «б‘—«» .. ЁЁн ‘Ё няу гд»Џх «б”шя—ъ ? ?  н« Џ«‘ён  »ёбгн  ќж«Ў—  Ќ»н»н  Ќ»,love
"б« ж«ббе я«д «ббе Ён Џждег ° «б‘»«»  Ќѕнѕ«р",sympathy
н« ћѕЏ«д гг”жя » 68 янбж Ќ‘н‘ гс б»”. нЎбЏ «“«н »”њ!! »б«‘ ћд«д.,surprise
еб ед«я жћЏ «ё”н гд «д нёЁ «бяб«г »нд Ёгя жЌдћ— я «д «ўе— е дѕг  ж«д «»ён е  «бг  .?? . . . ????,sadness
гЏ«ян »” «д« ”ƒ«бн гд «б»ѕ«не еж —«нЌ «б«жбнг»н«ѕ бне њњ нћн» гнѕ«бне ж«бб« н«ќѕ гжёЁ ”н«”н њ,surprise
–ж»«д —жЌ Ён —жЌ бняжд«д ћ”ѕ«р ж«Ќѕ,love
«Ќгѕ «»ж џж‘ ёЎшЏ «бж«ѕ «б—ж”н Ён «бде«∆н . «жб –е»не ж«жб гнѕ«бне Џбн «б«Ўб«ё  Ќёёе« «б«—ѕд Ён  «—нќ «б«жбнг»н«ѕ .,joy
sultanh95   ii270 ‘ябя ќ«нЁе гд гѕ—» «бѕћ«ћ,fear
гЌ«яге Џ”я—не. бяб гд нЌ«жб «д нг” гёѕ—«  жЎдд« «бџ«бн. »«Ќ я«— «бѕжб«— «ж «б« ћ«— »е Ён «б”жё «б”жѕ«Ѕ.  «Ё—г н« ”н”н.  гЁне«‘ е“«—.,anger
«Ќ —г «»ж «—»Џ жЋб«Ћ ”днд Џ‘«д «ебег г«н“Џбжд Џбн ??,sadness
"«ќж«дд« Ён ћдж»  «бнгд я«д «ббе Ён Џждег Џбн г« ег Ёне ° Ё№ «бж÷Џ Џдѕег яб нжг н“ѕ«ѕ ’Џж»е жб« д—н «н жћжѕ бб‘—Џне Џбн «б«—÷ ...",sympathy
"‘я—«р б«дя Ён Ќн« н ° ‘я—«р б«дя Ќн« н  ’»«Ќ «бЌ» ?",joy
mujawir   гЏдн яб«ге »‘«— гћдн Џбне ж«б‘Џ» «б”ж—н еж «бћ«дн! ћ“«∆—н г ‘нЏ Ё÷Ќ е «бЋж—е «б”ж—не Џбн Ќёнё е!!,anger
ЁЏб« «бЌн«Ѕ ж«бЏЁе  ‘гб яб« гд «б—ћ«б ж«бд”«Ѕ жен «Ќѕ∆ ’Ё«  «б«д»н«Ѕ  «ббег «—“ё д”«Ѕд« ЏЁе Ё«Ўге Џбне« «б”б«г,love
«бѕгжЏ —«Ё÷е  д“б  ж«бёб» Ќ«бЁ г«н»Ўб,sadness
гЁн‘ «Ќ”д гд «б‘ќ’ «ббн нЁегя ж«д  “Џб«д Ќ н бж ÷Ќя  ?,joy
:  ябд« ”бг«д ћежѕ «”Ўж— н «»ж Ёеѕ «я»— гд «бяб«г ббе ѕ—е гд ё«∆ѕ Џўнг,joy
’»«Ќ «бЏ”б ж«бё‘Ўе «“«н »” .... ж«д  г’Ќндн гд «Ќбн джге ????,surprise
: »ѕ«  »ёЎ«Џ «бгё«жб«  жбяд бд  д ен Џдѕе ж” ‘еѕ д”» «б»Ў«бе ёЁ“«  я»н—е «д бг н г ÷ќ «гж«б «дЏ«‘ бб«ё ’«ѕ «бѕ«ќбн .  «Ёб«” «б‘—Е,fear
ж—«н« «г Ќ«д «»д ћ“ге яг«д ќг” ”«Џ«  ж г‘ д«ё’е,anger
al hasi «ббе н—»Ќя ќ«нЁе гд џ«ѕн г« “нѕе«????????,fear
KSA: б«Џ» д«ѕн  «бд’— н÷ншЏ ÷—»е ћ“«Ѕ ! жн÷—»е« »Ў—нёе џ—н»е !  д«ѕн «бд’—  «беб«б  «б‘»«»  «б«ебн  «б« Ќ«ѕ  «б« Ќ«ѕ,anger
»еж«я ??,joy
": «ббушехгуш жуЌцшѕъ ’уЁушехг ° жу«ћъгуЏъ яубцгу уехг ° жу—хѕушехг «цбунъяу —уѕуш«р ћугцнб«р .  »ж—г«",sympathy
«ббн Џдѕег жё  н «»Џж« яб «бЏ«» «б«жбнг»н«ѕ ѕжб «я — д«” «бЁ—«џ д«няег,none
"ќ«нЁ « Џ№жѕ Џбн «бѕдн« »ѕждя ° е–« «џ№—» ќжЁ г№— »№Ќн« н !",fear
sewaj б« ж«ббе «д« г Џ«ЎЁ гЏ «бг”бг »џ÷ «бдў— Џд «бѕнд ! жбг «’ж  ббЏ«»ѕ б«де б«н” Ќё !,sympathy
ћджѕ »—нЎ«днжд н—гжд «ж”г ег «г«г г»дн «бЌяжге б« нгядд« «д дћдн «б”б«г ждЌд дё б гѕдннд »Ќће  ѕ«Џ‘ жЏбн  »—нЎ«дн« »«б«д”Ќ«» гд «б Ќ«бЁ «бѕжбн,sadness
yousef «” «– ж”нг ‘жЁ  —ян «бЌгѕ «бн «÷Ё е ÷«нЁ е–« «”«Ўн— «б«жбнд «бн нЎЏд Ён «бё—«д жн” е“« »е ÷«нЁ гбЌѕ,anger
